,0
0,2.706120242949307
1,1.725503130394878
2,2.8548983588613934
3,0.4873112938335899
4,0.30683750110424834
5,4.373082523668547
6,0.918659905019886
7,0.7020071949395279
8,0.18373381960466031
9,0.07801635298348002
10,0.20749231918347935
11,2.188552810825255
12,1.2350443151794828
13,2.679826287067411
14,2.1394269544603457
15,1.7452696037371889
16,0.6820874407961677
17,0.03762329047054464
18,0.42899223272464115
19,0.16163486063967258
20,0.00019652968458740608
21,0.8378287621816316
22,0.00035907035798564066
23,0.4258888804074292
24,0.4574301903550612
25,0.5343545387785636
26,0.07696455225086908
27,2.944164463899823
28,3.7922479473833013
29,0.6011224249402974
30,1.7895146383412917
31,0.5150851577065323
32,0.0003679398581142273
33,0.9879578521550725
34,0.695878173644203
35,0.014174766234178453
36,0.00643144496908421
37,0.01541336047099308
38,0.1492017378670478
39,0.7298746842026478
40,0.0011244624406690944
41,0.19432413894078843
42,0.5469529394370907
43,0.14983147191487275
44,0.09040224136322475
45,5.341979116524723e-05
46,0.34286283988909017
47,0.14354093580037733
48,0.028892860663851293
49,0.040770475030396214
50,0.022719357154405758
51,0.21429573752190678
52,0.0009514876945045512
53,0.04819746010453204
54,30.9949610781782
55,0.6718080618426223
56,13.874212827004877
57,0.03710896162291106
58,3.160696619579013e-07
59,0.1854435442978747
60,0.7793617444339281
61,0.06576643577626771
62,0.322671765251964
63,0.16159648937066237
64,0.49677342505074806
65,0.1741735279958926
66,0.8216504074119679
67,0.9851310334445057
68,0.7652910472795643
69,0.10051393904530344
70,0.08165279498594281
71,0.32075317003810405
72,0.9541408252845952
73,0.0049693397704970695
74,0.7614634260477073
75,0.4986482266740336
76,0.11429136357613065
77,1.8873453469704322
78,0.1598507146005541
79,0.07813580253927167
80,1.3912412942795704
81,0.1757792634833026
82,0.2852297713234646
83,0.5619184922288634
84,0.2555292031517367
85,0.3037890484426978
86,0.33871415439785607
87,0.0006188405210280714
88,1.5583863322130391
89,1.6180692163725152
90,5.500555002810895
91,0.09090225843736223
92,0.18499136562221893
93,0.013100463255524553
94,0.007501373043814743
