,0
131,0.26600655611379853
132,0.32884268776027525
133,0.5576741431363059
134,0.30888577606568035
135,5.0886786566917825
136,3.6174303194332795
137,4.415616674603972
138,0.40512508976783956
139,0.9985551597761892
140,0.8701141056174877
141,0.02049867963978605
142,0.026777458754041118
143,1.3394236374592081
144,0.6287906127575302
145,0.6921633230530702
146,0.022414860518930175
147,0.5794112441863792
148,0.050849554794232095
149,2.7194624453437966
150,0.2548633417558613
151,0.030365916834357038
152,0.12149668010882134
153,0.03507737370994091
154,0.06794208307257522
155,0.2071131764748199
156,0.4837239733007964
157,0.05452137013914179
158,0.07867840089068591
159,0.7078148948043266
160,0.657602819420457
161,0.0002931645724733127
162,0.5145424862892629
163,0.08168663623003436
164,1.5965743310768312
165,0.3000297119813432
166,0.01997740485122869
167,0.5592935582007106
168,0.33809465496681096
169,0.008133634605880102
170,0.018109108306016555
171,0.018686257529157223
172,0.35246645554204525
173,0.034169847618295036
174,0.033117875796085036
175,0.20419727678080737
176,0.8133088457526227
177,1.1280643841035967
178,3.296700639176254
179,0.04416213686752183
180,0.6594281018372108
181,0.08483537991296357
182,0.0834258302492861
183,0.13669869602976353
184,0.31749842496790953
185,0.06276383479486278
186,2.171838705566985
187,0.03396631910598275
188,0.4576894250441239
189,2.077793605000206
190,0.9388534906060727
191,0.31159692313750625
192,0.002114289166599158
193,0.12854415338032113
194,0.37540403103450176
195,0.04562970570306056
196,0.12771833711129377
197,0.636401069932942
198,0.0769518652314874
199,0.016330660888872157
200,0.26438958990555894
201,0.07054785786141071
202,2.8403815980323204
203,1.0618187717622094
204,5.532069080549068
205,0.10069004270813835
206,0.09382857384589603
207,0.20199370516539422
208,4.45890463130192
209,0.00932548980623561
210,0.6942491361424987
211,0.0955254413319621
212,0.019079052062543057
213,0.029125114464670192
214,0.041418821372821706
215,0.044809267210903024
216,0.36841864468212376
217,0.8345977144940144
218,0.00035932892346388496
219,0.042600415018466106
220,0.06016360160581627
221,1.480190717573459
222,0.042901687123909744
223,0.4411255024004539
224,1.3339445936288432e-05
225,0.8707964106537697
226,0.7354858189301625
227,0.005326102400069982
228,0.5989944634066263
229,0.6217646169039994
230,0.0033606930432993555
231,0.4298023590987654
232,0.49682899735128844
233,0.018070244291544742
234,0.12368547968863294
235,0.35212280789427836
236,0.2434756976977435
237,0.22457386051959194
238,0.31103684660467373
239,0.07427857412023084
240,1.8342285542836816
241,6.382121088476016
242,1.2089180147410608
243,1.122723438369515
244,0.08223831374093592
245,0.4208702566308227
246,0.6624921283561661
247,0.07364331188091429
248,0.005763219971109662
249,0.0700780831547757
250,0.6938540584441922
251,0.10551978961044974
252,0.032410904905512565
253,0.005760899647425435
254,0.0017942908991357544
255,0.35629470468575736
256,0.026780503124465522
257,0.11538881291447758
258,0.3478873811579237
259,0.007495621406665369
260,0.0014634968375241602
261,0.015265511376783248
262,1.1070148102209865
263,0.4434245991704762
264,0.03859274769255556
265,0.10920295831067488
266,0.24883862616697996
267,0.09232150322359371
268,0.7747300775385235
269,1.3897242557089255
270,0.01843262072005243
271,0.04849475026135423
272,1.4688955693312902
273,0.4357917134328024
274,0.065232043532248
275,4.457302742417994
276,0.9711274698820964
277,2.4883085822203737
278,0.7145237222296827
279,0.47305496220314147
280,1.8365058935140968
281,0.014458993741498113
282,0.27880783369751283
283,1.1042835871097965
284,0.07347646826697792
285,0.8018507749195806
286,0.015046712641545765
287,0.047210864196837905
288,0.03560869746402506
289,0.5766799078279373
290,1.0665842683299618
291,4.144050507032517
292,9.348350743885115
293,1.1225954550299113
294,0.05314187609124637
295,0.6959854602417693
296,0.12702792859348203
297,0.09427823582985277
298,0.05300592664691056
299,0.17466218931240185
300,0.08008664015044926
301,0.8938289320456102
302,0.150171556251435
303,0.5197400171359928
304,0.2636424079905574
305,0.26326363614827114
306,0.5808839722165582
307,0.0101616080913703
308,0.32724515576118723
309,0.6114515279653338
310,0.12043997363207466
311,0.8193642595565928
312,0.11632022632188072
313,0.8309889643097328
314,0.06387297575370819
315,0.48174263902488396
316,0.2761115699451546
317,0.030331379314649944
318,0.014390076749897649
319,0.025203019413353456
320,1.3534511147665131
321,0.021685224791078456
322,0.022422030968922816
323,3.8395373162637236
324,0.02023783126393261
325,2.407902190600865
326,0.059604280826685604
327,0.48316589617404737
328,0.28169223595476145
329,0.22212517208378896
330,0.1328874134094321
331,0.24374667046693962
332,0.06273216494648023
333,0.4805907405430286
334,1.2695494252660398
335,0.7411090078852649
336,0.06333968534884302
337,0.022531210276905893
338,0.2212850183264094
339,0.2795592346439134
340,0.881584174897102
341,0.03855997228678281
342,0.34358288895575195
343,0.08149647338578268
344,0.0031728147042578377
345,1.9174297989510136
346,0.2555643943740533
347,0.16622950916426113
348,1.0017535746780233
349,0.2940017379501469
350,0.23532532383100252
351,0.26891005627121517
352,0.17641204511800748
353,0.06496747753149001
354,0.29959607438593155
355,0.05816692054423392
356,0.6304531720076125
357,0.0037781149820974636
358,0.9487170865166551
359,10.186323326341958
360,9.989205746338637
361,2.554290849602356
362,0.44676412720149034
363,0.5776697984793268
364,0.2010351402687291
365,0.3368431587778918
366,0.42959339385311784
367,0.08872472830898664
368,0.4939488231023269
369,3.5020694616008674
370,0.6614359586090198
371,0.5283327377818618
372,0.4782335281055395
373,0.5462418514261606
374,0.5462418514261606
375,0.5462418514261606
376,0.5462418514261606
377,0.02447269276577475
378,0.005432248886226852
379,1.294429618842931
380,0.42906538706599445
381,0.3041482953518369
382,0.39399670432168427
383,0.04402771777289588
384,1.1075236333467238
385,0.9416110878690814
386,0.15096479311663896
387,0.32174901812659934
388,0.5302015540706588
389,1.1034851723950674
390,0.10949789166905383
391,0.28949439398170546
392,2.7900623115325884
393,3.8950345946464324
394,1.3391842154233442
395,0.5553543292277318
396,0.011314787826101113
397,0.30179012734143196
398,1.3449700980619397
399,0.05519944932975574
400,0.00866405498195603
401,1.0999654924294535
402,0.19100509536503069
403,0.3677200912136129
404,0.3677200912136129
405,0.6065286739330323
406,0.3596833331552062
407,0.046452477298096914
408,0.21393659769094903
409,0.22829083859242275
410,0.20563736264234553
411,1.0529551871805038
412,0.36589527525606763
413,0.05961234825973505
414,0.2840318506470771
415,0.07726914975928462
416,0.0014027422340913067
417,0.5243563080242826
418,0.009557949207517067
419,0.012544866603319384
420,0.14148571513305525
421,0.3959678929285254
422,0.1448982233434527
423,0.00033803851132680385
424,1.0331279285758421
425,3.2888030511376374
426,0.013799595645460468
427,2.842743698584998
428,2.836477029546355
429,0.8824410209548368
430,1.859999547992835
431,0.07664653812237425
432,0.207015623725484
433,0.207015623725484
434,1.2882487345824531
435,1.2640022614526458
436,0.01584963133613408
437,0.6012769232727505
438,0.5911760183420599
439,0.039093669924406285
440,0.06569313850320581
